millis,lat,lon,speed_mph,heading_deg,accel_x_g,accel_y_g,accel_z_g
4375504,39.799862,-86.235407,16.43,173.4,0.5608,0.5450,0.9743
4376004,39.799862,-86.235407,16.43,173.4,0.1852,0.3273,1.4209
4376504,39.799797,-86.235396,16.30,172.9,-0.2755,0.7524,1.1986
4377004,39.799797,-86.235396,16.30,172.9,0.3422,0.4291,0.9438
4377504,39.799732,-86.235383,16.13,170.8,0.6604,0.3922,1.2215
4378004,39.799732,-86.235383,16.13,170.8,0.2589,0.4474,0.9982
4378504,39.799669,-86.235366,16.01,167.2,0.4154,-0.1613,0.4347
4379004,39.799669,-86.235366,16.01,167.2,0.0659,0.4522,0.9289
4379504,39.799607,-86.235342,15.82,161.7,0.3204,0.0908,0.5745
4380004,39.799607,-86.235342,15.82,161.7,0.1862,0.0825,0.4559
4380504,39.799548,-86.235311,15.52,155.8,0.4308,0.6841,1.9913
