timestamp,latitude,longitude,speed,heading
1013,39.791321,-86.236959,0.76,0.0
1515,39.791321,-86.236959,0.76,0.0
2102,39.791319,-86.236960,0.46,0.0
2505,39.791319,-86.236960,0.46,0.0
3009,39.791316,-86.236961,0.45,0.0
3511,39.791316,-86.236961,0.45,0.0
4015,39.791315,-86.236961,0.17,0.0
4516,39.791315,-86.236961,0.17,0.0
5018,39.791312,-86.236959,0.43,0.0
5521,39.791312,-86.236959,0.43,0.0
6022,39.791313,-86.236960,0.40,0.0
6508,39.791313,-86.236960,0.40,0.0
7011,39.791311,-86.236953,1.47,0.0
7513,39.791311,-86.236953,1.47,0.0
8014,39.791312,-86.236952,0.30,0.0
8514,39.791312,-86.236952,0.30,0.0
9017,39.791318,-86.236949,1.82,311.1
9517,39.791318,-86.236949,1.82,311.1
10018,39.791320,-86.236947,0.38,311.1
10518,39.791320,-86.236947,0.38,311.1
11021,39.791320,-86.236950,0.97,311.1
11520,39.791320,-86.236950,0.97,311.1
12004,39.791320,-86.236952,0.68,311.1
12505,39.791320,-86.236952,0.68,311.1
13008,39.791328,-86.236954,0.69,311.1
13509,39.791328,-86.236954,0.69,311.1
14010,39.791329,-86.236954,0.30,311.1
14511,39.791329,-86.236954,0.30,311.1
15013,39.791329,-86.236955,0.89,311.1
15513,39.791329,-86.236955,0.89,311.1
16014,39.791332,-86.236958,0.06,311.1
16515,39.791332,-86.236958,0.06,311.1
17017,39.791329,-86.236960,1.94,238.9
17517,39.791329,-86.236960,1.94,238.9
18019,39.791314,-86.236967,5.18,207.0
18519,39.791314,-86.236967,5.18,207.0
19021,39.791310,-86.236964,1.42,207.0
19521,39.791310,-86.236964,1.42,207.0
20006,39.791314,-86.236964,0.28,207.0
20506,39.791314,-86.236964,0.28,207.0
21008,39.791320,-86.236967,0.12,207.0
21508,39.791320,-86.236967,0.12,207.0
22011,39.791320,-86.236979,2.89,207.0
22510,39.791320,-86.236979,2.89,207.0
23013,39.791325,-86.236978,1.80,207.0
23513,39.791325,-86.236978,1.80,207.0
24015,39.791343,-86.236989,5.05,286.3
24514,39.791343,-86.236989,5.05,286.3
25017,39.791354,-86.236982,2.61,294.9
25517,39.791354,-86.236982,2.61,294.9
26020,39.791381,-86.237000,1.35,294.9
26519,39.791381,-86.237000,1.35,294.9
27021,39.791395,-86.237022,0.15,294.9
27521,39.791395,-86.237022,0.15,294.9
28004,39.791398,-86.237043,0.24,294.9
28505,39.791398,-86.237043,0.24,294.9
29008,39.791386,-86.237049,0.03,294.9
29509,39.791386,-86.237049,0.03,294.9
30010,39.791381,-86.237048,0.00,294.9
30511,39.791381,-86.237048,0.00,294.9
31013,39.791378,-86.237043,0.02,294.9
31513,39.791378,-86.237043,0.02,294.9
32014,39.791377,-86.237043,0.05,294.9
32515,39.791377,-86.237043,0.05,294.9
33017,39.791373,-86.237038,0.05,294.9
33517,39.791373,-86.237038,0.05,294.9
34019,39.791368,-86.237033,0.05,294.9
34519,39.791368,-86.237033,0.05,294.9
35021,39.791368,-86.237030,0.10,294.9
35521,39.791368,-86.237030,0.10,294.9
36006,39.791364,-86.237025,0.05,294.9
36506,39.791364,-86.237025,0.05,294.9
37008,39.791361,-86.237021,0.05,294.9
68009,39.792533,-86.238612,7.23,312.9
68510,39.792533,-86.238612,7.23,312.9
69011,39.792516,-86.238587,5.64,314.1
69512,39.792516,-86.238587,5.64,314.1
70013,39.792505,-86.238574,4.30,314.7
70514,39.792505,-86.238574,4.30,314.7
71015,39.792279,-86.238283,0.45,314.7
71517,39.792279,-86.238283,0.45,314.7
72018,39.792250,-86.238247,0.16,314.7
72519,39.792250,-86.238247,0.16,314.7
73019,39.792248,-86.238244,0.18,314.7
73521,39.792248,-86.238244,0.18,314.7
74021,39.792249,-86.238246,0.12,314.7
74506,39.792249,-86.238246,0.12,314.7
75006,39.792248,-86.238243,0.09,314.7
75509,39.792248,-86.238243,0.09,314.7
76009,39.792248,-86.238242,0.16,314.7
76510,39.792248,-86.238242,0.16,314.7
77010,39.792248,-86.238244,0.02,314.7
77513,39.792248,-86.238244,0.02,314.7
78013,39.792250,-86.238247,0.05,314.7
78514,39.792250,-86.238247,0.05,314.7
79015,39.792250,-86.238247,0.08,314.7
79517,39.792250,-86.238247,0.08,314.7
80017,39.792249,-86.238245,0.12,314.7
80519,39.792249,-86.238245,0.12,314.7
81019,39.792247,-86.238240,0.09,314.7
81521,39.792247,-86.238240,0.09,314.7
82021,39.792245,-86.238234,0.02,314.7
82505,39.792245,-86.238234,0.02,314.7
83006,39.792242,-86.238228,0.16,314.7
83507,39.792242,-86.238228,0.16,314.7
84008,39.792237,-86.238221,0.28,314.7
84510,39.792237,-86.238221,0.28,314.7
85011,39.792233,-86.238215,0.20,314.7
85512,39.792233,-86.238215,0.20,314.7
86013,39.792226,-86.238208,0.26,314.7
86514,39.792226,-86.238208,0.26,314.7
87015,39.792223,-86.238204,0.21,314.7
87517,39.792223,-86.238204,0.21,314.7
88018,39.792221,-86.238199,0.18,314.7
88519,39.792221,-86.238199,0.18,314.7
89019,39.792217,-86.238192,0.14,314.7
89521,39.792217,-86.238192,0.14,314.7
90021,39.792217,-86.238184,0.36,314.7
90506,39.792217,-86.238184,0.36,314.7
91006,39.792215,-86.238174,0.16,314.7
91509,39.792215,-86.238174,0.16,314.7
92009,39.792217,-86.238172,0.22,314.7
92510,39.792217,-86.238172,0.22,314.7
93010,39.792219,-86.238172,0.13,314.7
93513,39.792219,-86.238172,0.13,314.7
94013,39.792219,-86.238178,0.29,314.7
94514,39.792219,-86.238178,0.29,314.7
95014,39.792216,-86.238170,0.79,314.7
95517,39.792216,-86.238170,0.79,314.7
96017,39.792217,-86.238162,0.70,314.7
96519,39.792217,-86.238162,0.70,314.7
97019,39.792219,-86.238167,0.31,314.7
97521,39.792219,-86.238167,0.31,314.7
98021,39.792219,-86.238164,0.53,314.7
98505,39.792219,-86.238164,0.53,314.7
99006,39.792215,-86.238155,0.14,314.7
99507,39.792215,-86.238155,0.14,314.7
100008,39.792213,-86.238150,0.09,314.7
100510,39.792213,-86.238150,0.09,314.7
101011,39.792204,-86.238134,0.48,314.7
101512,39.792204,-86.238134,0.48,314.7
102013,39.792200,-86.238125,0.20,314.7
102514,39.792200,-86.238125,0.20,314.7
103015,39.792194,-86.238113,0.13,314.7
103517,39.792194,-86.238113,0.13,314.7
104018,39.792189,-86.238103,0.20,314.7
104519,39.792189,-86.238103,0.20,314.7
105019,39.792185,-86.238093,0.18,314.7
105521,39.792185,-86.238093,0.18,314.7
106021,39.792183,-86.238087,0.07,314.7
106506,39.792183,-86.238087,0.07,314.7
107006,39.792183,-86.238079,0.82,314.7
107509,39.792183,-86.238079,0.82,314.7
108009,39.792188,-86.238086,1.13,314.7
108510,39.792188,-86.238086,1.13,314.7
109010,39.792195,-86.238093,0.67,314.7
109513,39.792195,-86.238093,0.67,314.7
110013,39.792202,-86.238093,0.76,314.7
110514,39.792202,-86.238093,0.76,314.7
111014,39.792205,-86.238092,0.67,314.7
111517,39.792205,-86.238092,0.67,314.7
112017,39.792208,-86.238095,1.16,314.7
112519,39.792208,-86.238095,1.16,314.7
113019,39.792215,-86.238092,1.10,314.7
113521,39.792215,-86.238092,1.10,314.7
114021,39.792226,-86.238101,2.95,332.6
114505,39.792226,-86.238101,2.95,332.6
115006,39.792241,-86.238108,3.26,356.0
115507,39.792241,-86.238108,3.26,356.0
116008,39.792253,-86.238107,3.41,6.5
116510,39.792253,-86.238107,3.41,6.5
117011,39.792265,-86.238102,3.34,10.3
117512,39.792265,-86.238102,3.34,10.3
118013,39.792276,-86.238101,2.93,8.4
118514,39.792276,-86.238101,2.93,8.4
119015,39.792290,-86.238103,3.41,5.6
119517,39.792290,-86.238103,3.41,5.6
120018,39.792306,-86.238105,4.30,5.4
120519,39.792306,-86.238105,4.30,5.4
121019,39.792321,-86.238108,3.67,5.5
121521,39.792321,-86.238108,3.67,5.5
122021,39.792333,-86.238107,3.39,5.8
122506,39.792333,-86.238107,3.39,5.8
123006,39.792342,-86.238113,2.15,5.8
123509,39.792342,-86.238113,2.15,5.8
124009,39.792347,-86.238114,1.24,5.8
124510,39.792347,-86.238114,1.24,5.8
125010,39.792352,-86.238119,1.25,5.8
125513,39.792352,-86.238119,1.25,5.8
126013,39.792359,-86.238123,1.53,5.8
126514,39.792359,-86.238123,1.53,5.8
127015,39.792368,-86.238131,1.74,5.8
127517,39.792368,-86.238131,1.74,5.8
128017,39.792373,-86.238135,1.58,5.8
128519,39.792373,-86.238135,1.58,5.8
129019,39.792371,-86.238136,0.59,5.8
129521,39.792371,-86.238136,0.59,5.8
130021,39.792367,-86.238141,0.39,5.8
130505,39.792367,-86.238141,0.39,5.8
131006,39.792365,-86.238149,0.10,5.8
131507,39.792365,-86.238149,0.10,5.8
132008,39.792366,-86.238143,1.89,85.2
132510,39.792366,-86.238143,1.89,85.2
133011,39.792364,-86.238146,0.91,88.8
133512,39.792364,-86.238146,0.91,88.8
134013,39.792364,-86.238144,0.92,88.8
134514,39.792364,-86.238144,0.92,88.8
135015,39.792368,-86.238148,1.14,88.8
135517,39.792368,-86.238148,1.14,88.8
136018,39.792376,-86.238148,2.51,88.8
136519,39.792376,-86.238148,2.51,88.8
137019,39.792386,-86.238150,2.38,88.8
137521,39.792386,-86.238150,2.38,88.8
138021,39.792394,-86.238149,2.49,88.8
138506,39.792394,-86.238149,2.49,88.8
139006,39.792404,-86.238152,2.58,88.8
139509,39.792404,-86.238152,2.58,88.8
140009,39.792414,-86.238158,2.37,88.8
140510,39.792414,-86.238158,2.37,88.8
141010,39.792423,-86.238163,2.49,88.8
141513,39.792423,-86.238163,2.49,88.8
142013,39.792431,-86.238161,2.38,88.8
142514,39.792431,-86.238161,2.38,88.8
143015,39.792435,-86.238157,1.20,88.8
143517,39.792435,-86.238157,1.20,88.8
144017,39.792435,-86.238158,0.10,88.8
144519,39.792435,-86.238158,0.10,88.8
145019,39.792435,-86.238151,0.30,88.8
145521,39.792435,-86.238151,0.30,88.8
146021,39.792435,-86.238150,0.49,88.8
146505,39.792435,-86.238150,0.49,88.8
147006,39.792434,-86.238148,0.24,88.8
147507,39.792434,-86.238148,0.24,88.8
148008,39.792434,-86.238152,0.35,88.8
148510,39.792434,-86.238152,0.35,88.8
149011,39.792428,-86.238147,0.20,88.8
149512,39.792428,-86.238147,0.20,88.8
150013,39.792428,-86.238148,0.18,88.8
150514,39.792428,-86.238148,0.18,88.8
151015,39.792426,-86.238146,0.18,88.8
151517,39.792426,-86.238146,0.18,88.8
152018,39.792422,-86.238140,0.06,88.8
152519,39.792422,-86.238140,0.06,88.8
153019,39.792422,-86.238139,0.30,88.8
153521,39.792422,-86.238139,0.30,88.8
154021,39.792422,-86.238139,0.17,88.8
154506,39.792422,-86.238139,0.17,88.8
155006,39.792420,-86.238141,0.48,88.8
155509,39.792420,-86.238141,0.48,88.8
156009,39.792417,-86.238138,0.17,88.8
156510,39.792417,-86.238138,0.17,88.8
157010,39.792421,-86.238145,0.51,88.8
157513,39.792421,-86.238145,0.51,88.8
158013,39.792426,-86.238151,0.32,88.8
158514,39.792426,-86.238151,0.32,88.8
159014,39.792429,-86.238155,0.41,88.8
159517,39.792429,-86.238155,0.41,88.8
160017,39.792433,-86.238156,0.17,88.8
160519,39.792433,-86.238156,0.17,88.8
161019,39.792438,-86.238154,0.14,88.8
161521,39.792438,-86.238154,0.14,88.8
162021,39.792443,-86.238153,0.14,88.8
162505,39.792443,-86.238153,0.14,88.8
163006,39.792447,-86.238150,0.58,88.8
163507,39.792447,-86.238150,0.58,88.8
164008,39.792450,-86.238153,0.51,88.8
164510,39.792450,-86.238153,0.51,88.8
165011,39.792455,-86.238153,0.77,88.8
165512,39.792455,-86.238153,0.77,88.8
166013,39.792457,-86.238154,0.30,88.8
166514,39.792457,-86.238154,0.30,88.8
167015,39.792461,-86.238153,0.47,88.8
167517,39.792461,-86.238153,0.47,88.8
168018,39.792464,-86.238151,0.43,88.8
168519,39.792464,-86.238151,0.43,88.8
169019,39.792465,-86.238148,0.30,88.8
169521,39.792465,-86.238148,0.30,88.8
